,id,createdTime,fields.Unnamed: 0,fields.index,fields.city_name,fields.iata_code,fields.gmt,fields.timezone,fields.latitude,fields.longitude
3647,recPEsrM2ScdFGlDf,2024-07-21T16:14:12.000Z,2315,2172,False Island,FAK,-9,America/Sitka,57.530556,-135.21666
3648,recPF0aNplcWj2w6j,2024-07-21T16:19:18.000Z,6552,8377,Rena,XKE,1,Europe/Oslo,61.13484,11.36409
3649,recPF9cGcOTSlb2qx,2024-07-21T16:11:32.000Z,87,406,Aitape,ATP,10,Pacific/Port_Moresby,-3.166667,142.28334
3650,recPFGJYQJAdupKf1,2024-07-21T16:19:58.000Z,7069,7064,Save,SVF,1,Africa/Porto-Novo,8.033333,2.483333
3651,recPFZABC1CGFIQbG,2024-07-21T16:17:49.000Z,5338,9113,Nanhai,ZEF,8,Asia/Shanghai,36.28,-80.79
3652,recPFZw53ALguEUV7,2024-07-21T16:14:34.000Z,2621,8709,Germansen,YGS,-8,America/Vancouver,55.783333,-124.71667
3653,recPFcoDI0fNptLou,2024-07-21T16:20:22.000Z,7382,9129,South Trout Lake,ZFL,-6,America/Winnipeg,50.833332,-93.65
3654,recPFe0d37bXk7t1A,2024-07-21T16:17:31.000Z,5100,4571,Montgomery,MGJ,-5,America/New_York,41.516666,-74.26667
3655,recPFqGlPrdKYSnve,2024-07-21T16:15:56.000Z,3807,3635,Kingfisher Lake,KIF,-6,America/Winnipeg,53.01389,-89.85
3656,recPGISoV7D1XszJm,2024-07-21T16:18:13.000Z,5660,5631,Oiapoque,OYK,-3,America/Belem,3.883333,-51.783333
3657,recPGnVNYqgk55bJe,2024-07-21T16:18:36.000Z,5964,6185,Patos De Minas,QPT,-3,America/Sao_Paulo,-18.671667,-46.490833
3658,recPHEs75DZueRO9b,2024-07-21T16:16:13.000Z,4020,3899,Kuyol,KUX,10,Pacific/Port_Moresby,-5.378333,141.63055
3659,recPHsjgOtGl38Xx3,2024-07-21T16:11:37.000Z,159,465,Alexandria Bay,AXB,-5,America/New_York,44.2525,-75.90139
3660,recPI3PI3Hc5UPAnS,2024-07-21T16:20:35.000Z,7570,7056,Superior,SUW,-6,America/Chicago,46.691113,-92.10333
3661,recPIDlQyIOPEyPmy,2024-07-21T16:17:53.000Z,5391,3402,Naxos,JNX,2,Europe/Athens,37.1,25.383333
3662,recPItTOH1eIkPG84,2024-07-21T16:17:16.000Z,4898,4511,Mendoza,MDZ,-3,America/Argentina/Mendoza,-32.82789,-68.79891
3663,recPJFvam4mvzvtwR,2024-07-21T16:16:02.000Z,3876,3527,Kocaeli,KCO,3,Europe/Istanbul,40.75,29.833332
3664,recPJUUQEQUr6BU7G,2024-07-21T16:11:38.000Z,166,224,Alice,ALI,-6,America/Chicago,27.75,-98.066666
3665,recPJt1DKh2FcrtkO,2024-07-21T16:12:38.000Z,992,5417,Bongor,OGR,1,Africa/Ndjamena,10.289444,15.383333
3666,recPKKIokDE7E1umn,2024-07-21T16:13:07.000Z,1391,1440,Cepu,CPF,7,Asia/Jakarta,-7.15,111.583336
3667,recPKYhLzq6G91Rz7,2024-07-21T16:21:35.000Z,8369,65,Waco,ACT,-6,America/Chicago,31.549333,-97.14667
3668,recPL1mprksFCmD73,2024-07-21T16:17:37.000Z,5189,4708,Mount Magnet,MMG,8,Australia/Perth,-28.083332,117.85
3669,recPL8rjw8OuFn8cj,2024-07-21T16:18:53.000Z,6203,3283,Port Blair,IXZ,5.30,Asia/Kolkata,11.650083,92.73227
3670,recPLdgTunrDfrXZy,2024-07-21T16:19:49.000Z,6942,6566,Sangir,SAE,8,Asia/Makassar,-8.366667,118.333336
3671,recPLvvOMWkUnJNBs,2024-07-21T16:17:58.000Z,5463,5326,Newport,NWH,-5,America/New_York,43.36667,-72.166664
3672,recPMDuQffxoPYWu3,2024-07-21T16:18:11.000Z,5634,5358,Obock,OBC,3,Africa/Djibouti,11.983333,43.266666
3673,recPNU276x78rbVGM,2024-07-21T16:21:48.000Z,8546,3188,Williamsport,IPT,-5,America/New_York,41.24222,-76.920555
3674,recPNbsPGm3Nc4IgT,2024-07-21T16:13:12.000Z,1466,7858,Chevak,VAK,-9,America/Nome,61.52861,-165.59027
3675,recPNhC2hbbxTvi3V,2024-07-21T16:19:06.000Z,6375,5850,Puka Puka,PKP,-10,Pacific/Tahiti,-14.75,-138.96666
3676,recPOrOBxjd9scl8q,2024-07-21T16:18:17.000Z,5716,5514,Ono I Lau,ONU,12,Pacific/Fiji,-16.333332,179
3677,recPPIWKhGz7qf1Je,2024-07-21T16:19:44.000Z,6888,6785,San Juan D Ur,SJR,-5,America/Bogota,8.766667,-76.53333
3678,recPPJlZR84XRONYb,2024-07-21T16:21:18.000Z,8131,7723,Ukiah,UKI,-8,America/Los_Angeles,39.126667,-123.2
3679,recPQ6ZpjP9uR1fY2,2024-07-21T16:16:07.000Z,3952,3659,Koyuk,KKA,-9,America/Anchorage,64.939445,-161.15
3680,recPQAyAkpHvFrUDk,2024-07-21T16:20:44.000Z,7683,7221,Tambov,TBW,3,Europe/Moscow,52.716667,41.433334
3681,recPQuxN3fK3EBMPQ,2024-07-21T16:19:50.000Z,6968,9304,Santa Fe,ZSH,-7,America/Denver,30.236935,120.43236
3682,recPR6B057SghcZhO,2024-07-21T16:20:28.000Z,7473,8053,Stebbins,WBB,-9,America/Anchorage,63.51936,-162.28873
3683,recPRT8iyhVlh1nos,2024-07-21T16:11:27.000Z,11,46,Abau,ABW,10,Pacific/Port_Moresby,-10.183333,148.7
3684,recPRpIkCqFBy20U8,2024-07-21T16:16:32.000Z,4277,4314,Lhok Sukon,LSX,7,Asia/Jakarta,5.066667,97.316666
3685,recPRviLJdHSXC0yE,2024-07-21T16:18:10.000Z,5620,5350,Oakland,OAK,-8,America/Los_Angeles,37.804364,-122.271114
3686,recPVMmZFy03jjCwc,2024-07-21T16:14:12.000Z,2300,2319,Fairmont,FRM,-6,America/Chicago,43.64722,-94.423615
3687,recPW8cHIdMg8FNNQ,2024-07-21T16:18:07.000Z,5585,5300,Nuguria,NUG,10,Pacific/Port_Moresby,-3.466667,150.81667
3688,recPWhrQkecoWgGUx,2024-07-21T16:17:09.000Z,4794,4870,Massawa,MSW,3,Africa/Asmara,15.603333,39.441113
3689,recPWpiXpaFYBWji9,2024-07-21T16:21:41.000Z,8454,8046,Wauchope,WAU,10,Australia/Sydney,-31.466667,152.75
3690,recPX6lN0PQkNF8Ua,2024-07-21T16:14:58.000Z,2983,2845,Healy Lake,HKB,-9,America/Anchorage,63.86667,-148.96666
3691,recPXCmskMNd4L8Zn,2024-07-21T16:13:29.000Z,1696,1447,Copiapo,CPO,-4,America/Santiago,-27.29892,-70.414406
3692,recPXD3uDit9Dndiq,2024-07-21T16:16:22.000Z,4130,4192,Lamassa,LMG,10,Pacific/Port_Moresby,-4.7,152.75
3693,recPXYGmEvUqDuiZP,2024-07-21T16:11:30.000Z,46,74,Adiyaman,ADF,3,Europe/Istanbul,37.75,38.266666
3694,recPXva48LKsv2z2W,2024-07-21T16:19:47.000Z,6928,9361,Sandefjord,ZYS,1,Europe/Oslo,59.1333,10.2333
3695,recPY3obHXvJSmSoa,2024-07-21T16:18:51.000Z,6183,5939,Poptun,PON,-6,America/Guatemala,16.35,-89.433334
3696,recPY9NHnaPbNoVoD,2024-07-21T16:17:49.000Z,5339,8931,Nanisivik,YSR,-5,America/Iqaluit,73.75,-84.5
3697,recPYDJRIkXuoSRKw,2024-07-21T16:17:18.000Z,4912,4617,Merimbula,MIM,10,Australia/Sydney,-36.910046,149.90202
3698,recPYcyeoBJUAlXqw,2024-07-21T16:18:44.000Z,6081,4258,Pijiguaos,LPJ,-4,America/Caracas,7,-67.666664
3699,recPZ72VMeJUP2SwF,2024-07-21T16:15:21.000Z,3315,3216,Isparta,ISE,3,Europe/Istanbul,37.86611,30.382221
3700,recPZA9N7Bq41kVBE,2024-07-21T16:13:19.000Z,1555,1256,Ciudad Guayana,CGU,-4,America/Caracas,8.305,-62.734444
3701,recPZM9AbUie0FcIq,2024-07-21T16:16:36.000Z,4346,4364,Livermore,LVK,-8,America/Los_Angeles,37.69389,-121.81722
3702,recPZpo3BQmlDpYHe,2024-07-21T16:17:26.000Z,5036,602,Moba,BDV,2,Africa/Lubumbashi,-7,29.8
3703,recPa1AVM3OVigvYx,2024-07-21T16:20:35.000Z,7573,19,Surallah,AAV,8,Asia/Manila,6.333333,124.76667
3704,recPaJobRvsl6sp3i,2024-07-21T16:16:36.000Z,4330,4399,Linyi,LYI,8,Asia/Shanghai,35.047478,118.40707
3705,recPatDlAgbJ5n9EO,2024-07-21T16:21:28.000Z,8274,8538,Vennesla,XXE,1,Europe/Oslo,58.26936,7.97413
3706,recPb11QzEHRisucx,2024-07-21T16:17:28.000Z,5052,4637,Moki,MJJ,10,Pacific/Port_Moresby,-5.7,145.25
3707,recPbD51mFldseRRI,2024-07-21T16:20:41.000Z,7647,7499,Taiping,TPG,8,Asia/Kuala_Lumpur,4.85,100.73333
3708,recPbGpikevKzxlYh,2024-07-21T16:18:52.000Z,6195,6032,Port Alsworth,PTA,-9,America/Anchorage,60.2,-145.33333
3709,recPbxcd4O6KVtUfX,2024-07-21T16:19:55.000Z,7035,1334,Sarakhs,CKT,3.30,Asia/Tehran,36.488056,61.07
3710,recPcV365ZAT5RDtw,2024-07-21T16:13:00.000Z,1292,1491,Cape St Jacques,CSJ,7,Asia/Ho_Chi_Minh,10.033333,111
3711,recPdYLepdK5Z0HTI,2024-07-21T16:14:30.000Z,2565,2616,Gardez,GRG,4.30,Asia/Kabul,33.61667,69.11667
3712,recPeFOe8b3cTXMSv,2024-07-21T16:14:47.000Z,2817,2570,Guanambi,GNM,-3,America/Bahia,-14.3,-42.783333
3713,recPeP4i08eG5k4yK,2024-07-21T16:16:10.000Z,3993,3598,Kungum,KGM,10,Pacific/Port_Moresby,-5.18,39.78
3714,recPequ8QdKiR5yZu,2024-07-21T16:13:56.000Z,2070,1832,Dumpu,DPU,10,Pacific/Port_Moresby,-5.883333,145.75
3715,recPgSgoutYCqSYb9,2024-07-21T16:18:12.000Z,5652,5408,Ogallala,OGA,-6,America/Chicago,41.13333,-101.71667
3716,recPgcX7Nmm8vFjAI,2024-07-21T16:20:33.000Z,7546,6835,Sulphur Springs,SLR,-6,America/Chicago,33.13333,-95.6
3717,recPgf4E4BuX29Xdt,2024-07-21T16:16:02.000Z,3875,5370,Kobuk,OBU,-9,America/Anchorage,66.91055,-156.88333
3718,recPjRl6PQzSIYYa4,2024-07-21T16:16:11.000Z,4009,3807,Kurundi,KRD,9.30,Australia/Darwin,-20.516666,134.66667
3719,recPjle2hb05oqGGb,2024-07-21T16:18:49.000Z,6146,5867,Point Lookout,PLK,-6,America/Chicago,36.65,-93.21667
3720,recPjqiIpAs1Xcn9z,2024-07-21T16:11:34.000Z,100,205,Akron,AKO,-7,America/Denver,40.166668,-103.21667
3721,recPkLplAv4NH05Bl,2024-07-21T16:16:08.000Z,3966,3625,Kremenchug,KHU,2,Europe/Kiev,49.1,33.45
3722,recPkMzqRA4pWaFdD,2024-07-21T16:21:57.000Z,8667,164,Yalinga,AIG,1,Africa/Bangui,6.516667,23.25
3723,recPkZKHC4I2KZuJI,2024-07-21T16:19:45.000Z,6899,4809,San Matias,MQK,-4,America/La_Paz,-16.334444,-58.385555
3724,recPlDH3uhz1kty3t,2024-07-21T16:19:55.000Z,7031,339,Saqani,AQS,12,Pacific/Fiji,-17,170.9
3725,recPlGPcHgOhbz8S7,2024-07-21T16:21:31.000Z,8304,7890,Viedma,VDM,-3,America/Argentina/Salta,-40.85,-63.016666
3726,recPlSbuVtU5LUZqi,2024-07-21T16:16:17.000Z,4071,4010,Labuan,LBU,8,Asia/Kuching,5.294355,115.24916
3727,recPloKdEmWwU0Fd5,2024-07-21T16:11:39.000Z,181,6223,Almelo,QYL,1,Europe/Amsterdam,52.35667,6.6625
3728,recPmF0DR1kiRmdaC,2024-07-21T16:11:27.000Z,3,10,Aalborg,AAL,1,Europe/Copenhagen,57.028811,9.917771
3729,recPn1GyWmXNYW2Ez,2024-07-21T16:19:17.000Z,6530,8906,Red Lake,YRL,-6,America/Winnipeg,51.068764,-93.80006
3730,recPnUNIKlEea0Tyc,2024-07-21T16:11:32.000Z,81,169,Ailuk Island,AIM,12,Pacific/Majuro,10.2,169.98334
3731,recPncO7DgVpdb1Xf,2024-07-21T16:14:42.000Z,2748,2697,Grandview,GVW,-6,America/Chicago,38.88333,-94.53333
3732,recPool5Amnv1vFjF,2024-07-21T16:14:24.000Z,2485,2179,Fresno,FAT,-8,America/Los_Angeles,36.747727,-119.772366
3733,recPow7mzBWGLKZqq,2024-07-21T16:21:33.000Z,8349,5421,Vladikavkaz,OGZ,3,Europe/Moscow,43.2,44.6
3734,recPpYxQWzs6U6cYA,2024-07-21T16:13:46.000Z,1920,1865,Delta,DTA,-7,America/Denver,39.38333,-112.5
3735,recPpr4fOtaRy2xRD,2024-07-21T16:19:18.000Z,6555,6433,Rennell,RNL,11,Pacific/Guadalcanal,-11.666667,160.3
3736,recPps2RTTaUgpWRC,2024-07-21T16:17:46.000Z,5290,5080,Nachingwea,NCH,3,Africa/Dar_es_Salaam,-10.363889,38.775
3737,recPqQPxk21UuSUDL,2024-07-21T16:16:16.000Z,4060,4297,La Serena,LSC,-4,America/Santiago,-29.917297,-71.20369
3738,recPqdP8z9NCjAey6,2024-07-21T16:17:59.000Z,5475,6466,Ngukurr,RPM,9.30,Australia/Darwin,-14.933333,134
3739,recPrfunncvS93x1t,2024-07-21T16:17:15.000Z,4873,4518,Mehamn,MEH,1,Europe/Oslo,71.03333,27.833332
3740,recPsHnTfpYAbxWM4,2024-07-21T16:16:10.000Z,3984,3880,Kukundu,KUE,11,Pacific/Guadalcanal,-8.016667,156
3741,recPtAWlmeYzAiA3R,2024-07-21T16:12:53.000Z,1207,1386,Caia,CMZ,2,Africa/Maputo,-17.85,35.4
3742,recPtXguYZ1MTW51j,2024-07-21T16:14:49.000Z,2852,2687,Guna,GUX,5.30,Asia/Kolkata,24.666668,77.316666
3743,recPtZRfy3SRLFMPa,2024-07-21T16:21:43.000Z,8472,2069,Weeping Water,EPG,-6,America/Chicago,40.86667,-96.13333
3744,recPtaDx1Kiu2fmmL,2024-07-21T16:17:16.000Z,4893,5039,Mena,MZX,3,Africa/Addis_Ababa,6.35,39.716667
3745,recPtkfq6v1dbBSK9,2024-07-21T16:22:01.000Z,8717,8776,Ylivieska,YLI,2,Europe/Helsinki,64.05444,24.72889
3746,recPuEwMhkcoURoz8,2024-07-21T16:19:25.000Z,6648,8907,Rocky Mountain House,YRM,-7,America/Edmonton,52.36667,-114.916664
3747,recPuQBXHHrZSoLx7,2024-07-21T16:20:05.000Z,7157,7103,Shakawe,SWX,2,Africa/Gaborone,-18.383333,21.833332
3748,recPvrk3JUjgLLm02,2024-07-21T16:19:25.000Z,6647,6544,Rocky Mount,RWI,-5,America/New_York,35.854443,-77.89056
3749,recPw4rZ366MUPhMp,2024-07-21T16:12:58.000Z,1276,1300,Canton Island,CIS,13,Pacific/Enderbury,-2.833333,-171.66667
3750,recPwWfKOCnVETwnt,2024-07-21T16:21:16.000Z,8114,7667,Uberaba,UBA,-3,America/Sao_Paulo,-19.776388,-47.958332
3751,recPweZKjGdRIG48I,2024-07-21T16:14:25.000Z,2495,2210,Fuerstenfeldbruck,FEL,1,Europe/Berlin,48.2,11.266667
3752,recPwnV7ouqvMRUPr,2024-07-21T16:15:29.000Z,3423,3358,Jinchang,JIC,8,Asia/Shanghai,38.541943,102.34861
3753,recPx3ScvLH9AIQvr,2024-07-21T16:14:23.000Z,2465,2243,Franklin,FKN,-5,America/New_York,36.683334,-76.933334
3754,recPyGVLPcnMkSjHT,2024-07-21T16:20:33.000Z,7540,6611,Sulaco,SCD,-6,America/Tegucigalpa,14.916111,-87.26667
3755,recPySD3dxH8CzL4f,2024-07-21T16:12:56.000Z,1236,1180,Camden,CDH,-6,America/Chicago,33.583332,-92.833336
3756,recPyv5StUI5v56nb,2024-07-21T16:20:12.000Z,7262,6757,Simferopol,SIP,3,Europe/Simferopol,45.020657,33.99819
3757,recPz7c4iED2uWupU,2024-07-21T16:12:34.000Z,949,7870,Blue Mountain,VBM,-9,America/Anchorage,57.8575,-157.08667
3758,recPzkxwXNofCvK58,2024-07-21T16:12:20.000Z,746,641,Beaver Falls,BFP,-5,America/New_York,40.766666,-80.4
3759,recQ0HT8dvi0MN5ow,2024-07-21T16:15:25.000Z,3371,3288,Jalalabad,JAA,4.30,Asia/Kabul,34.433334,70.46667
3760,recQ0NBSswd58sct9,2024-07-21T16:19:19.000Z,6562,6326,Resistencia,RES,-3,America/Argentina/Cordoba,-27.45139,-59.050835
3761,recQ0eGXPIXGZNgQh,2024-07-21T16:19:26.000Z,6651,6370,Rodriguez De Mendoza,RIM,-5,America/Lima,-6,-78
3762,recQ1JNbCn7UGMwlt,2024-07-21T16:15:15.000Z,3232,3137,Imphal,IMF,5.30,Asia/Kolkata,24.76457,93.897064
3763,recQ1TNu0bk1vG8LV,2024-07-21T16:11:37.000Z,154,8315,Alexandria,XFS,-5,America/Toronto,43.8833,27.75
3764,recQ1dKozm9LFVRnv,2024-07-21T16:11:57.000Z,445,380,Asosa,ASO,3,Africa/Addis_Ababa,10.047222,34.536667
3765,recQ1tqm3xblB404I,2024-07-21T16:15:56.000Z,3808,3086,Kingman,IGM,-7,America/Phoenix,35.256668,-113.94
3766,recQ2ChUtcOrCF0Cz,2024-07-21T16:11:52.000Z,369,332,Araraquara,AQA,-3,America/Sao_Paulo,-21.816668,-48.13333
3767,recQ2KxTwHmgRscam,2024-07-21T16:13:16.000Z,1513,1313,Chitral,CJL,5,Asia/Karachi,35.886112,71.79444
3768,recQ2Qs1G2hkJfXkt,2024-07-21T16:19:06.000Z,6373,8186,Puerto Williams,WPU,-4,America/Santiago,-54.95,-68.25
3769,recQ2bZN5vunfxInK,2024-07-21T16:12:08.000Z,586,4028,Balcanoona,LCN,9.30,Australia/Adelaide,-30.516666,139.35
3770,recQ38Eeb5EU29GJt,2024-07-21T16:15:37.000Z,3548,3476,Kamaran Island,KAM,3,Asia/Aden,15.35,41.666668
3771,recQ3AYxwLR1BqhQh,2024-07-21T16:19:59.000Z,7089,6609,Scribner,SCB,-6,America/Chicago,41.65,-96.666664
3772,recQ3bwYD44Ex5Zti,2024-07-21T16:14:50.000Z,2868,2699,Gwa,GWA,6.30,Asia/Rangoon,21,94
3773,recQ3sj2co5NXPDZp,2024-07-21T16:19:37.000Z,6798,6829,Salalah,SLL,4,Asia/Muscat,17.038124,54.106937
3774,recQ4TldeGgZMecpL,2024-07-21T16:21:51.000Z,8588,8169,Woensdrecht,WOE,1,Europe/Amsterdam,51.435833,4.335
3775,recQ4WDiKtgT3hnRL,2024-07-21T16:15:55.000Z,3785,2216,Kill Devil Hills,FFA,-5,America/New_York,36.016666,-75.666664
3776,recQ57D5S6WN1hFel,2024-07-21T16:19:54.000Z,7016,6793,Sao Jorge Island,SJZ,-1,Atlantic/Azores,38.664616,-28.16843
3777,recQ5KuzCxFI7AX0k,2024-07-21T16:15:46.000Z,3657,8541,Katrineholm,XXK,1,Europe/Stockholm,58.995917,16.206177
3778,recQ5d6DzHmuwrmqR,2024-07-21T16:18:34.000Z,5931,5840,Parkes,PKE,10,Australia/Sydney,-33.138454,148.2329
3779,recQ6Ekqe7zsGA9Ko,2024-07-21T16:17:56.000Z,5431,5122,Nevis,NEV,-4,America/St_Kitts,17.205,-62.5925
3780,recQ76m1k7km0cwZF,2024-07-21T16:11:54.000Z,393,173,Aripuana,AIR,-4,America/Cuiaba,-10.25,-59.38333
3781,recQ8BsnrloiRpNiB,2024-07-21T16:19:32.000Z,6734,6494,Ruston,RSN,-6,America/Chicago,32.516666,-92.63333
3782,recQ8ReQUEBY4ce3P,2024-07-21T16:20:55.000Z,7836,7446,Thames,TMZ,12,Pacific/Auckland,-37.11667,175.56667
3783,recQAR0EGvO73hfdu,2024-07-21T16:17:30.000Z,5083,4888,Montauk,MTP,-5,America/New_York,41.074444,-71.923615
3784,recQAqTi5ESTZ3UEh,2024-07-21T16:18:59.000Z,6282,5669,Poza Rica,PAZ,-6,America/Mexico_City,20.516666,-97.467224
3785,recQAqolN2OG5Z16m,2024-07-21T16:18:07.000Z,5587,7729,Nuku,UKU,10,Pacific/Port_Moresby,-3.683333,142.46666
3786,recQBIuVqDhWtCxwV,2024-07-21T16:18:29.000Z,5879,5400,Paloemeu,OEM,-3,America/Paramaribo,3.35,-55.45
3787,recQBSFs1WxoxtaI1,2024-07-21T16:15:05.000Z,3089,7849,Hope Bay,UZM,-7,America/Cambridge_Bay,68.1639,-106.614
3788,recQBo9y3yyEj70Jz,2024-07-21T16:13:25.000Z,1636,1168,Colonia Catriel,CCT,-3,America/Argentina/Salta,-39.5,-68.916664
3789,recQBznuhtSD6xuJV,2024-07-21T16:16:51.000Z,4541,4536,Mafia,MFA,3,Africa/Dar_es_Salaam,-7.913889,39.665
3790,recQC0p65ktqemMfj,2024-07-21T16:17:44.000Z,5279,8801,Mys-Kamenny,YMK,5,Asia/Yekaterinburg,68.46843,73.59573
3791,recQCUkkXAmNyRGx4,2024-07-21T16:14:54.000Z,2922,2892,Hanna,HNX,-7,America/Denver,41.833332,-106.5
3792,recQDtnd5WHQL4E5P,2024-07-21T16:18:39.000Z,6003,5882,Pemba,PMA,3,Africa/Dar_es_Salaam,-5.242222,39.801945
3793,recQEQDurOypcjlcZ,2024-07-21T16:20:23.000Z,7406,474,Spring Point,AXP,-5,America/Nassau,22.45,-73.96667
3794,recQESGHk42ibjHFu,2024-07-21T16:19:43.000Z,6874,6769,San Joaquin,SJB,-4,America/La_Paz,-13.083333,-64.8
3795,recQFM0cc2X1Of9ao,2024-07-21T16:17:18.000Z,4919,4905,Mersa Matruh,MUH,2,Africa/Cairo,31.35,27.25
3796,recQFMoZ5veBlbvb8,2024-07-21T16:18:19.000Z,5743,5393,Ord River,ODR,8,Australia/Perth,-17.5,128.8
3797,recQFfYSbnLMi6LJK,2024-07-21T16:11:55.000Z,408,303,Arona,AON,10,Pacific/Port_Moresby,-6.333333,146
3798,recQG8oAJLRXmVHF9,2024-07-21T16:14:13.000Z,2324,2314,Farmingdale,FRG,-5,America/New_York,40.733334,-73.416664
3799,recQH8xwIyQcLteIR,2024-07-21T16:19:58.000Z,7076,6579,Sawu,SAU,8,Asia/Makassar,-10.483333,121.9
3800,recQHe9cizsfTIqah,2024-07-21T16:16:41.000Z,4417,3990,Los Angeles,LAX,-8,America/Los_Angeles,34.052234,-118.243685
3801,recQHtHwuUf9AVyer,2024-07-21T16:13:48.000Z,1964,1060,Dibaa,BYB,4,Asia/Muscat,25.583332,56.25
3802,recQI59vObzJQYfM9,2024-07-21T16:11:47.000Z,290,123,Angoram,AGG,10,Pacific/Port_Moresby,-4.168611,144.07388
3803,recQIMfQGiVmN6qMK,2024-07-21T16:14:14.000Z,2335,2206,Feira De Santana,FEC,-3,America/Bahia,-12.2025,-38.906113
3804,recQJ9lMaBSkFj06t,2024-07-21T16:12:08.000Z,597,532,Balmaceda,BBA,-4,America/Santiago,-45.916668,-71.695
3805,recQJGiBYt8avUaUW,2024-07-21T16:17:20.000Z,4958,4682,Milford,MLF,-7,America/Denver,38.433334,-113.01667
3806,recQJdbmMTHFUx1yv,2024-07-21T16:12:33.000Z,937,700,Block Island,BID,-5,America/New_York,41.169434,-71.57961
3807,recQJgRVRnTDGKV7u,2024-07-21T16:16:15.000Z,4055,1955,La Roche,EDM,1,Europe/Paris,46.7,-1.383333
3808,recQJr5inX9SDXqUe,2024-07-21T16:12:00.000Z,475,394,Atoifi,ATD,11,Pacific/Guadalcanal,-8.866667,161.03334
3809,recQKRbCLA7Vqt5k7,2024-07-21T16:16:34.000Z,4307,9264,Limburg,ZNW,1,Europe/Berlin,50.3833,8.05
3810,recQKcxmvbJ65BiIQ,2024-07-21T16:17:57.000Z,5455,7087,Newburgh,SWF,-5,America/New_York,41.49843,-74.10104
3811,recQKe3DXubWa1R71,2024-07-21T16:12:17.000Z,702,1014,Batavia Downs,BVW,10,Australia/Brisbane,-12.65,143.21666
3812,recQKo0ktJ4dvblcM,2024-07-21T16:17:42.000Z,5242,4609,Muncie,MIE,-5,America/Indiana/Indianapolis,40.239723,-85.39445
3813,recQKoAOC7bzBHLOt,2024-07-21T16:14:00.000Z,2137,1985,Eisenach,EIB,1,Europe/Berlin,50.983334,10.483333
3814,recQKvPj2ncoQUFYN,2024-07-21T16:13:59.000Z,2120,1956,Edremit,EDO,3,Europe/Istanbul,39.583332,27.033333
3815,recQM5BJoNlRa3X3W,2024-07-21T16:16:56.000Z,4622,4491,Manado,MDC,8,Asia/Makassar,1.543533,124.92203
3816,recQMWODuogH3aFYM,2024-07-21T16:13:32.000Z,1722,1471,Corpus Christi,CRP,-6,America/Chicago,27.800583,-97.396381
3817,recQMmE6dA6aVHzlB,2024-07-21T16:17:20.000Z,4952,3389,Mikonos,JMK,2,Europe/Athens,37.43611,25.344444
3818,recQOJsc3c9DhDf7Y,2024-07-21T16:19:30.000Z,6718,6518,Rugao,RUG,8,Asia/Shanghai,32.388332,120.555275
3819,recQPlqDgMEUlSRxK,2024-07-21T16:13:33.000Z,1747,1578,Cowarie,CWR,9.30,Australia/Adelaide,-27.716667,138.33333
3820,recQPsjCTVat7YTgn,2024-07-21T16:18:13.000Z,5667,5360,Okeechobee,OBE,-5,America/New_York,27.25,-80.833336
3821,recQQiRNoNsDCqmbv,2024-07-21T16:17:38.000Z,5197,4877,Mount Sandford,MTD,9.30,Australia/Darwin,-17,130.56667
3822,recQQram3CejvnIGP,2024-07-21T16:19:56.000Z,7047,8200,Sarichef,WSF,-9,America/Anchorage,54.583332,-164.91667
3823,recQRNIbzPSYOB1Vw,2024-07-21T16:19:08.000Z,6403,6126,Pyrgos,PYR,2,Europe/Athens,37.683334,21.466667
3824,recQRefaquEbbQ7E4,2024-07-21T16:12:33.000Z,931,931,Blairsville,BSI,-5,America/New_York,40.45,-79.28333
3825,recQRmdSwsMaq3uFv,2024-07-21T16:13:05.000Z,1372,1541,Caye Caulker,CUK,-6,America/Belize,17.766666,-88
3826,recQS6wf5Wn1Vxrvz,2024-07-21T16:12:19.000Z,737,557,Bear Creek,BCC,-9,America/Anchorage,45.183334,-109.1
3827,recQSrE00H7m6P28M,2024-07-21T16:14:04.000Z,2199,2018,Ellensburg,ELN,-8,America/Los_Angeles,46.983334,-120.566666
3828,recQT6xkppp4go1oY,2024-07-21T16:18:34.000Z,5945,6010,Pasco,PSC,-8,America/Los_Angeles,46.259094,-119.1152
3829,recQTFLL3D0ezx7Fx,2024-07-21T16:17:28.000Z,5060,4717,Mompos,MMP,-5,America/Bogota,9.261667,-74.43611
3830,recQUIWpnpiE52Qmn,2024-07-21T16:19:04.000Z,6343,5680,Puerto Cabello,PBL,-4,America/Caracas,10.479167,-68.07361
3831,recQUJdTCFBqrXDPk,2024-07-21T16:15:50.000Z,3714,8883,Kenora,YQK,-6,America/Winnipeg,49.7875,-94.35833
3832,recQUjzB0xZ1f05CO,2024-07-21T16:12:12.000Z,636,590,Banjarmasin,BDJ,8,Asia/Makassar,-3.43804,114.75425
3833,recQUoYPcxpr61tNT,2024-07-21T16:16:41.000Z,4405,4204,Lopez De Micay,LMX,-5,America/Bogota,3.05,-77.55
3834,recQVvfAFiU4ok27H,2024-07-21T16:20:48.000Z,7742,8484,Taroom,XTO,10,Australia/Brisbane,-25.433332,149.8
3835,recQWeMeDcRmZfDbh,2024-07-21T16:15:46.000Z,3656,3874,Katowice,KTW,1,Europe/Warsaw,50.264892,19.023781
